"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U960","2019-09-16 05:00:00","1885.000","355.000","2.000","14.900","0.990","812.100","-99.000","0.000","-99.000","-99.000","-99.000","15.300","","14.400",""
"C0T9E0","2019-09-16 05:00:00","415.000","32.000","1.100","23.500","0.850","961.900","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","22.900",""
"C0D550","2019-09-16 05:00:00","1956.000","144.000","0.400","14.200","0.890","807.900","-99.000","0.000","-99.000","-99.000","-99.000","15.400","","13.900",""
"C0C630","2019-09-16 05:00:00","209.000","73.000","1.600","24.300","0.900","983.800","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0A560","2019-09-16 05:00:00","405.000","0.000","0.000","21.100","1.000","962.000","-99.000","2.000","-99.000","-99.000","-99.000","21.200","","20.900",""
"C0X190","2019-09-16 05:00:00","10.000","216.000","2.200","27.700","0.920","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.500",""
"C0S950","2019-09-16 05:00:00","415.000","43.000","0.300","23.100","0.940","959.800","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.200",""
"C0A880","2019-09-16 05:00:00","6.000","279.000","0.400","25.000","0.900","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0I530","2019-09-16 05:00:00","3014.000","35.000","8.000","9.700","1.000","701.200","-99.000","0.500","-99.000","-99.000","-99.000","9.700","","8.500",""
"C0M670","2019-09-16 05:00:00","43.000","26.000","1.800","25.100","0.930","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0Z061","2019-09-16 05:00:00","174.000","0.000","0.000","24.000","0.990","990.400","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","24.000",""
"C0M730","2019-09-16 05:00:00","40.000","0.000","0.000","24.900","0.990","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0U750","2019-09-16 05:00:00","398.000","47.000","4.700","22.800","0.990","963.100","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.800",""
"C0K400","2019-09-16 05:00:00","65.000","44.000","0.900","25.000","0.990","999.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0I370","2019-09-16 05:00:00","671.000","30.000","0.400","21.800","0.970","933.500","-99.000","0.500","-99.000","-99.000","-99.000","22.200","","21.700",""
"C0S750","2019-09-16 05:00:00","2280.000","0.000","0.200","13.400","1.000","771.300","-99.000","0.000","-99.000","-99.000","-99.000","13.600","","13.200",""
"C0R650","2019-09-16 05:00:00","29.000","93.000","0.700","25.300","0.990","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.100",""
"C0E740","2019-09-16 05:00:00","27.000","270.000","0.700","23.600","0.960","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","23.600",""
"C0AI20","2019-09-16 05:00:00","25.000","104.000","2.000","26.400","0.910","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.400",""
"C0E550","2019-09-16 05:00:00","84.000","102.000","0.800","24.300","0.920","997.800","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","23.900",""
"C0X060","2019-09-16 05:00:00","19.000","150.000","2.100","25.400","0.910","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.100",""
"C1R320","2019-09-16 05:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-09-16 05:00:00","31.000","87.000","0.400","25.500","0.920","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.300",""
"C0AC60","2019-09-16 05:00:00","55.000","85.000","0.600","26.000","0.910","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0UA70","2019-09-16 05:00:00","547.000","344.000","3.000","22.100","0.990","947.700","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","22.100",""
"C0R170","2019-09-16 05:00:00","26.000","0.000","0.000","24.500","1.000","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.500",""
"C0I420","2019-09-16 05:00:00","305.000","19.000","0.800","24.000","0.920","972.200","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.000",""
"C0A640","2019-09-16 05:00:00","241.000","0.000","0.000","23.300","0.970","982.900","-99.000","7.500","-99.000","-99.000","-99.000","23.400","","23.200",""
"C0A930","2019-09-16 05:00:00","216.000","230.000","0.700","24.500","1.000","982.100","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.400",""
"C0F9M0","2019-09-16 05:00:00","230.000","37.000","0.800","24.800","0.900","980.400","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0AC40","2019-09-16 05:00:00","1079.000","65.000","4.300","18.400","0.990","889.600","-99.000","-99.000","13.700","61.000","","18.800","","18.100",""
"C0AI00","2019-09-16 05:00:00","188.000","108.000","0.700","25.100","0.900","986.300","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.700",""
"C0T9M0","2019-09-16 05:00:00","92.000","320.000","2.200","25.200","0.870","997.400","-99.000","0.500","-99.000","-99.000","-99.000","25.900","","24.500",""
"C0K430","2019-09-16 05:00:00","30.000","14.000","1.200","24.600","0.940","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.600",""
"C0Z170","2019-09-16 05:00:00","199.000","313.000","0.400","24.200","0.980","986.300","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"C0Z100","2019-09-16 05:00:00","36.000","215.000","0.700","25.200","0.910","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0U710","2019-09-16 05:00:00","1942.000","104.000","0.300","14.200","0.990","805.700","-99.000","0.000","-99.000","-99.000","-99.000","14.400","","13.200",""
"C0SA30","2019-09-16 05:00:00","92.000","323.000","0.400","25.700","0.810","996.600","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.400",""
"C0V500","2019-09-16 05:00:00","6.000","0.000","0.000","27.700","0.890","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.300",""
"CM0160","2019-09-16 05:00:00","196.000","0.000","0.200","24.700","0.900","989.400","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0V350","2019-09-16 05:00:00","36.000","0.000","0.000","25.300","0.950","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0W120","2019-09-16 05:00:00","58.000","1.000","9.100","25.900","0.860","999.000","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.600",""
"C0R470","2019-09-16 05:00:00","103.000","29.000","1.100","25.000","0.990","995.000","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.800",""
"C0M770","2019-09-16 05:00:00","164.000","34.000","0.800","24.500","1.000","987.100","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.300",""
"C0S930","2019-09-16 05:00:00","248.000","0.000","0.100","23.200","0.950","979.100","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","22.900",""
"C0F9Y0","2019-09-16 05:00:00","3313.000","211.000","2.000","8.600","1.000","685.300","-99.000","0.000","-99.000","-99.000","-99.000","9.000","","8.600",""
"C0E790","2019-09-16 05:00:00","344.000","229.000","0.800","24.000","0.970","967.500","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.800",""
"C0O810","2019-09-16 05:00:00","161.000","3.000","0.900","24.000","0.990","990.600","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"C0R520","2019-09-16 05:00:00","18.000","67.000","0.300","25.900","0.910","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.800",""
"C0G880","2019-09-16 05:00:00","92.000","68.000","0.300","25.200","0.880","996.200","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.800",""
"C0X270","2019-09-16 05:00:00","33.000","130.000","0.700","24.600","0.990","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.100",""
"C0R260","2019-09-16 05:00:00","76.000","73.000","0.900","23.900","0.990","997.300","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.800",""
"C0U950","2019-09-16 05:00:00","1012.000","353.000","4.900","18.800","1.000","899.100","-99.000","0.000","-99.000","-99.000","-99.000","19.900","","18.700",""
"C0O860","2019-09-16 05:00:00","38.000","131.000","2.100","25.900","0.990","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0S980","2019-09-16 05:00:00","901.000","297.000","1.000","20.100","1.000","908.000","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","20.100",""
"C0X110","2019-09-16 05:00:00","20.000","232.000","3.000","28.000","0.900","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.500",""
"C0V310","2019-09-16 05:00:00","46.000","330.000","0.300","24.800","0.980","999.700","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.500",""
"C0G620","2019-09-16 05:00:00","110.000","269.000","1.000","24.600","0.970","994.300","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.200",""
"C0AD50","2019-09-16 05:00:00","84.000","104.000","2.700","25.800","1.000","998.500","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.500",""
"C0A9A0","2019-09-16 05:00:00","24.000","115.000","1.700","26.800","0.860","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.100",""
"C0O830","2019-09-16 05:00:00","127.000","0.000","0.200","25.000","0.930","991.800","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.100",""
"C0S760","2019-09-16 05:00:00","1621.000","357.000","1.600","16.400","1.000","836.000","-99.000","0.000","-99.000","-99.000","-99.000","16.700","","15.800",""
"C0X160","2019-09-16 05:00:00","26.000","134.000","1.900","25.600","0.930","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.300",""
"C0C490","2019-09-16 05:00:00","157.000","98.000","1.100","25.200","0.910","989.400","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.700",""
"C0F970","2019-09-16 05:00:00","145.000","99.000","0.700","25.500","0.840","989.300","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0M690","2019-09-16 05:00:00","33.000","46.000","1.100","24.800","0.930","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0V690","2019-09-16 05:00:00","30.000","239.000","2.000","28.300","0.820","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.900",""
"C0Z210","2019-09-16 05:00:00","126.000","0.000","0.200","23.900","0.990","994.100","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.800",""
"C0U770","2019-09-16 05:00:00","5.000","311.000","2.200","26.900","0.670","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","25.800",""
"C0Z080","2019-09-16 05:00:00","298.000","0.000","0.000","22.800","0.970","973.800","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.700",""
"C0G640","2019-09-16 05:00:00","17.000","0.000","0.000","25.300","0.860","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.800",""
"C0X200","2019-09-16 05:00:00","61.000","142.000","1.300","25.400","0.950","998.800","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.700",""
"C0U900","2019-09-16 05:00:00","63.000","0.000","0.200","24.600","0.890","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.600",""
"C0Z230","2019-09-16 05:00:00","31.000","352.000","7.000","28.200","0.660","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","27.900",""
"C0F9O0","2019-09-16 05:00:00","175.000","68.000","0.400","26.100","1.000","986.500","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0C540","2019-09-16 05:00:00","46.000","80.000","1.300","25.000","0.830","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.400",""
"C0G770","2019-09-16 05:00:00","15.000","0.000","0.100","27.000","0.920","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.800",""
"C0V670","2019-09-16 05:00:00","20.000","177.000","2.000","27.800","0.810","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.500",""
"C0A870","2019-09-16 05:00:00","685.000","77.000","6.900","20.600","0.990","930.400","-99.000","0.000","-99.000","-99.000","-99.000","20.900","","20.600",""
"C0R220","2019-09-16 05:00:00","23.000","59.000","0.800","25.000","1.000","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","25.000",""
"C0Z220","2019-09-16 05:00:00","589.000","261.000","2.200","22.800","0.730","943.600","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","22.300",""
"C0D560","2019-09-16 05:00:00","147.000","51.000","1.900","25.600","0.820","990.200","-99.000","0.000","7.000","37.000","","25.600","","24.900",""
"C0I380","2019-09-16 05:00:00","258.000","0.000","0.000","24.400","0.990","976.500","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0Z020","2019-09-16 05:00:00","211.000","7.000","1.600","23.200","0.990","982.500","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","23.000",""
"C0Z190","2019-09-16 05:00:00","62.000","295.000","0.700","25.800","0.860","999.300","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","25.700",""
"C0C710","2019-09-16 05:00:00","143.000","165.000","0.800","23.700","0.980","991.400","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","22.900",""
"C0D360","2019-09-16 05:00:00","523.000","0.000","0.000","21.000","0.910","947.400","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","21.000",""
"C0C680","2019-09-16 05:00:00","228.000","140.000","1.300","24.300","0.910","980.200","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"C0X140","2019-09-16 05:00:00","17.000","123.000","1.200","26.600","0.890","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.500",""
"C0V710","2019-09-16 05:00:00","34.000","122.000","1.500","26.900","0.830","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.400",""
"C0U650","2019-09-16 05:00:00","442.000","50.000","0.300","23.900","0.750","959.400","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.400",""
"C0D660","2019-09-16 05:00:00","65.000","65.000","3.500","26.300","0.810","999.000","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.100",""
"C0E540","2019-09-16 05:00:00","32.000","55.000","0.500","24.200","0.900","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","24.000",""
"C0W170","2019-09-16 05:00:00","42.000","50.000","4.700","26.700","0.810","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.700",""
"C0Z150","2019-09-16 05:00:00","27.000","220.000","2.700","25.500","0.910","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.400",""
"C0S840","2019-09-16 05:00:00","22.000","252.000","1.200","24.700","0.950","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.600",""
"C0H9A0","2019-09-16 05:00:00","1595.000","221.000","0.300","16.200","0.990","842.000","-99.000","0.000","-99.000","-99.000","-99.000","17.200","","16.200",""
"C0Z300","2019-09-16 05:00:00","182.000","352.000","0.700","23.600","0.990","987.900","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.600",""
"C0G730","2019-09-16 05:00:00","27.000","43.000","0.700","25.300","0.950","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.300",""
"C0V730","2019-09-16 05:00:00","33.000","65.000","0.500","26.300","0.990","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.900",""
"C0SA00","2019-09-16 05:00:00","466.000","298.000","2.100","21.200","1.000","954.300","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","21.000",""
"C0C480","2019-09-16 05:00:00","105.000","0.000","0.000","25.300","0.910","995.400","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.600",""
"C0V720","2019-09-16 05:00:00","15.000","26.000","0.500","26.300","0.920","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.300",""
"C0UA60","2019-09-16 05:00:00","566.000","343.000","3.200","22.800","0.830","944.500","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","22.700",""
"C0A980","2019-09-16 05:00:00","11.000","196.000","0.400","25.700","0.910","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.200",""
"C0C670","2019-09-16 05:00:00","250.000","52.000","2.700","24.400","0.860","979.300","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0K550","2019-09-16 05:00:00","15.000","133.000","2.000","25.800","0.900","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.300",""
"C0R350","2019-09-16 05:00:00","35.000","7.000","1.200","25.400","0.930","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0T9F0","2019-09-16 05:00:00","251.000","339.000","0.300","23.800","0.880","978.700","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.500",""
"C0D390","2019-09-16 05:00:00","146.000","0.000","0.000","25.000","0.860","988.800","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.300",""
"C0E430","2019-09-16 05:00:00","258.000","189.000","1.000","21.200","0.930","981.100","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","21.200",""
"C0O990","2019-09-16 05:00:00","18.000","149.000","2.200","25.200","0.990","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.800",""
"CM0010","2019-09-16 05:00:00","68.000","0.000","0.200","25.200","-99.000","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0K500","2019-09-16 05:00:00","12.000","44.000","1.200","25.100","0.960","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.100",""
"C0X260","2019-09-16 05:00:00","39.000","151.000","1.500","25.700","0.880","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0ACA0","2019-09-16 05:00:00","25.000","0.000","0.200","26.500","0.820","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.800",""
"C0X180","2019-09-16 05:00:00","62.000","140.000","1.500","25.800","0.940","997.900","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.900",""
"C0F930","2019-09-16 05:00:00","100.000","0.000","0.200","25.600","0.980","994.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.100",""
"C0I010","2019-09-16 05:00:00","1562.000","154.000","1.400","16.600","0.970","844.300","-99.000","0.000","-99.000","-99.000","-99.000","19.100","","16.600",""
"C0R190","2019-09-16 05:00:00","32.000","11.000","0.300","24.400","0.990","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.200",""
"C0E420","2019-09-16 05:00:00","19.000","0.000","0.000","25.600","0.830","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"C0W160","2019-09-16 05:00:00","49.000","56.000","13.300","27.300","0.820","998.400","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","27.100",""
"C0I460","2019-09-16 05:00:00","110.000","40.000","1.500","26.100","0.870","993.800","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.400",""
"C0A9F0","2019-09-16 05:00:00","35.000","0.000","0.000","26.300","1.000","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.200",""
"C0F9A0","2019-09-16 05:00:00","425.000","127.000","0.700","23.300","0.950","958.700","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0O950","2019-09-16 05:00:00","4.000","144.000","0.300","26.800","0.880","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.800",""
"C0M760","2019-09-16 05:00:00","40.000","42.000","0.500","25.300","0.990","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.200",""
"C0AH70","2019-09-16 05:00:00","34.000","88.000","1.400","27.000","0.750","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","27.000",""
"C0V250","2019-09-16 05:00:00","298.000","56.000","0.600","22.800","0.990","973.400","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.700",""
"C0U980","2019-09-16 05:00:00","573.000","241.000","0.900","21.900","0.930","945.700","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"C0S740","2019-09-16 05:00:00","289.000","16.000","0.600","22.700","0.990","975.400","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.400",""
"C0A940","2019-09-16 05:00:00","49.000","65.000","0.300","26.200","0.910","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0A920","2019-09-16 05:00:00","196.000","93.000","1.500","24.900","1.000","985.100","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.900",""
"C0T870","2019-09-16 05:00:00","135.000","0.000","0.000","23.600","0.950","991.500","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.600",""
"C0O930","2019-09-16 05:00:00","69.000","0.000","0.000","23.500","1.000","998.700","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.200",""
"C0AI40","2019-09-16 05:00:00","37.000","0.000","0.200","26.800","0.760","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0C460","2019-09-16 05:00:00","482.000","0.000","0.000","22.800","0.870","954.700","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","20.900",""
"C0E520","2019-09-16 05:00:00","320.000","0.000","0.000","22.000","1.000","971.200","-99.000","0.000","-99.000","-99.000","-99.000","22.000","","21.100",""
"C0T9D0","2019-09-16 05:00:00","7.000","310.000","0.600","24.600","0.990","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.400",""
"C0I390","2019-09-16 05:00:00","1184.000","96.000","0.600","18.900","0.930","881.500","-99.000","0.000","-99.000","-99.000","-99.000","19.500","","18.700",""
"C0B020","2019-09-16 05:00:00","86.000","12.000","2.900","26.800","0.990","996.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.700",""
"CM0170","2019-09-16 05:00:00","106.000","96.000","2.100","24.300","0.940","995.100","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.500",""
"C0F860","2019-09-16 05:00:00","2215.000","73.000","0.600","14.900","1.000","778.500","-99.000","0.000","-99.000","-99.000","-99.000","15.000","","13.900",""
"C0U890","2019-09-16 05:00:00","116.000","280.000","0.900","24.600","0.980","996.000","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0G800","2019-09-16 05:00:00","15.000","0.000","0.200","25.400","0.910","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.900",""
"C0F850","2019-09-16 05:00:00","379.000","0.000","0.000","23.500","0.860","963.500","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.100",""
"C0AH50","2019-09-16 05:00:00","275.000","86.000","1.300","24.700","0.990","976.800","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.600",""
"C0Z160","2019-09-16 05:00:00","124.000","103.000","0.600","24.600","0.900","994.000","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","18.900",""
"C0R540","2019-09-16 05:00:00","17.000","57.000","1.200","26.000","0.860","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.800",""
"C0K480","2019-09-16 05:00:00","56.000","49.000","1.300","25.000","0.910","999.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0H890","2019-09-16 05:00:00","440.000","0.000","0.000","23.900","0.840","956.900","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.500",""
"C0S770","2019-09-16 05:00:00","375.000","0.000","0.200","22.100","0.980","964.400","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","21.900",""
"C0X230","2019-09-16 05:00:00","29.000","157.000","2.400","25.500","0.900","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0B010","2019-09-16 05:00:00","38.000","117.000","1.800","26.300","0.890","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.300",""
"C0C620","2019-09-16 05:00:00","19.000","100.000","1.000","26.100","0.820","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.400",""
"C0I360","2019-09-16 05:00:00","300.000","0.000","0.200","24.200","0.890","971.900","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.800",""
"C0M810","2019-09-16 05:00:00","1354.000","0.000","0.000","17.900","0.990","861.600","-99.000","0.000","-99.000","-99.000","-99.000","18.300","","17.900",""
"C0AC80","2019-09-16 05:00:00","40.000","0.000","0.000","24.700","0.970","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.500",""
"CM0140","2019-09-16 05:00:00","26.000","60.000","1.100","27.800","0.670","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.600",""
"C0SA20","2019-09-16 05:00:00","857.000","70.000","0.600","21.000","0.890","913.100","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0K490","2019-09-16 05:00:00","91.000","63.000","0.700","24.300","0.890","995.500","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C0V820","2019-09-16 05:00:00","441.000","0.000","0.100","22.100","0.990","959.300","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","22.000",""
"C0S810","2019-09-16 05:00:00","65.000","347.000","1.500","24.900","0.890","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.300",""
"C0R580","2019-09-16 05:00:00","10.000","61.000","0.400","25.100","-99.000","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.900",""
"C0Z330","2019-09-16 05:00:00","488.000","7.000","0.300","22.200","0.980","954.500","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","21.800",""
"C0E590","2019-09-16 05:00:00","40.000","0.000","0.000","23.300","0.950","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.300",""
"C0D540","2019-09-16 05:00:00","227.000","0.000","0.000","23.300","0.910","981.800","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","22.600",""
"C0K420","2019-09-16 05:00:00","42.000","5.000","1.000","25.200","0.940","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.100",""
"C0Z180","2019-09-16 05:00:00","34.000","0.000","0.200","26.200","0.790","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.800",""
"C0AD10","2019-09-16 05:00:00","27.000","63.000","1.000","27.100","0.720","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.800",""
"C0M720","2019-09-16 05:00:00","225.000","0.000","0.000","24.000","0.880","980.500","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.600",""
"C0V450","2019-09-16 05:00:00","51.000","124.000","0.600","24.600","0.990","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.500",""
"C0R280","2019-09-16 05:00:00","242.000","0.000","0.100","23.200","-99.000","978.000","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.000",""
"C0E610","2019-09-16 05:00:00","850.000","0.000","0.000","20.300","0.930","914.600","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","20.200",""
"C0V610","2019-09-16 05:00:00","22.000","193.000","2.500","28.200","0.830","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.700",""
"C0Z310","2019-09-16 05:00:00","59.000","345.000","0.900","25.200","0.850","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.200",""
