"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0C710","2019-09-16 13:00:00","143.000","309.000","0.900","26.600","0.850","991.500","-99.000","1.000","-99.000","-99.000","-99.000","28.500","","22.900",""
"C0D360","2019-09-16 13:00:00","523.000","0.000","0.000","29.200","0.680","947.900","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","21.000",""
"C0C680","2019-09-16 13:00:00","228.000","33.000","3.400","25.800","0.830","980.600","-99.000","1.000","-99.000","-99.000","-99.000","27.400","","23.900",""
"C0X140","2019-09-16 13:00:00","17.000","35.000","1.500","32.700","0.630","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","26.500",""
"C0V710","2019-09-16 13:00:00","34.000","211.000","2.200","31.400","0.610","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.400",""
"C0G840","2019-09-16 13:00:00","32.000","336.000","0.800","30.300","0.730","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.100",""
"C0S890","2019-09-16 13:00:00","238.000","22.000","2.000","29.200","0.680","982.100","-99.000","0.500","-99.000","-99.000","-99.000","30.600","","23.400",""
"C0T820","2019-09-16 13:00:00","550.000","120.000","2.500","29.700","0.560","948.100","-99.000","0.000","8.200","114.000","","30.400","","21.300",""
"C0F9I0","2019-09-16 13:00:00","194.000","11.000","3.200","28.800","0.740","984.800","-99.000","0.000","9.300","7.000","","30.500","","24.600",""
"C0C650","2019-09-16 13:00:00","208.000","20.000","1.900","25.400","0.800","983.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","22.600",""
"C0R600","2019-09-16 13:00:00","766.000","0.000","0.200","25.000","0.800","922.700","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","22.100",""
"C0Z320","2019-09-16 13:00:00","646.000","0.000","0.100","25.300","0.750","936.300","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","19.900",""
"C0V210","2019-09-16 13:00:00","734.000","224.000","2.300","26.800","0.690","927.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","21.600",""
"C0K240","2019-09-16 13:00:00","1132.000","323.000","0.900","22.400","0.990","887.700","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","18.500",""
"C0M520","2019-09-16 13:00:00","15.000","32.000","0.800","31.900","0.580","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.100",""
"C0A530","2019-09-16 13:00:00","300.000","0.000","0.000","24.100","0.990","974.400","-99.000","4.000","-99.000","-99.000","-99.000","25.700","","22.900",""
"C0E820","2019-09-16 13:00:00","220.000","31.000","3.000","27.200","0.780","982.100","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","21.600",""
"C0K450","2019-09-16 13:00:00","35.000","326.000","1.300","32.800","0.480","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.000",""
"C0G760","2019-09-16 13:00:00","53.000","291.000","2.000","31.600","0.660","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.400",""
"CM0120","2019-09-16 13:00:00","4.000","335.000","0.800","31.600","0.550","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.500",""
"C0Z290","2019-09-16 13:00:00","946.000","0.000","0.000","22.900","0.850","904.600","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","19.500",""
"C0V680","2019-09-16 13:00:00","40.000","251.000","1.800","30.600","0.690","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.800",""
"C0F9U0","2019-09-16 13:00:00","74.000","44.000","2.500","30.400","0.670","998.300","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","26.900",""
"C0AI10","2019-09-16 13:00:00","76.000","355.000","1.500","27.200","0.830","999.300","-99.000","7.000","-99.000","-99.000","-99.000","28.700","","23.300",""
"C0V530","2019-09-16 13:00:00","34.000","147.000","1.000","30.700","0.670","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.300",""
"C0R550","2019-09-16 13:00:00","38.000","229.000","2.300","30.000","0.680","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.800",""
"C0F9L0","2019-09-16 13:00:00","253.000","22.000","2.400","28.600","0.770","978.000","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","24.400",""
"C0R160","2019-09-16 13:00:00","45.000","325.000","1.000","31.300","0.760","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.600",""
"C0F9S0","2019-09-16 13:00:00","43.000","360.000","3.700","30.000","0.670","1001.200","-99.000","0.000","8.900","1.000","","31.400","","26.700",""
"C0M820","2019-09-16 13:00:00","980.000","223.000","1.100","24.300","0.730","901.100","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","19.600",""
"C0G870","2019-09-16 13:00:00","12.000","23.000","4.300","31.100","0.690","1005.700","-99.000","0.000","9.800","11.000","","32.700","","25.000",""
"C0R530","2019-09-16 13:00:00","16.000","223.000","2.000","29.200","0.680","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.000",""
"C0O840","2019-09-16 13:00:00","134.000","0.000","0.200","30.800","0.850","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.300",""
"C0A890","2019-09-16 13:00:00","40.000","0.000","0.000","25.500","0.930","1002.500","-99.000","1.000","-99.000","-99.000","-99.000","27.900","","24.800",""
"C0A660","2019-09-16 13:00:00","97.000","352.000","1.000","24.700","1.000","996.500","-99.000","3.500","-99.000","-99.000","-99.000","26.300","","24.600",""
"C0R270","2019-09-16 13:00:00","51.000","306.000","1.300","31.800","0.770","999.400","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.800",""
"C0O980","2019-09-16 13:00:00","18.000","44.000","1.200","31.500","0.630","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","25.000",""
"C0T9I0","2019-09-16 13:00:00","152.000","42.000","2.700","27.600","0.770","990.700","-99.000","0.500","-99.000","-99.000","-99.000","30.300","","23.500",""
"C0V760","2019-09-16 13:00:00","30.000","242.000","2.100","30.700","0.700","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.400",""
"C0AG90","2019-09-16 13:00:00","25.000","80.000","1.000","28.200","0.770","1006.000","-99.000","1.000","-99.000","-99.000","-99.000","29.900","","25.900",""
"C0R570","2019-09-16 13:00:00","37.000","51.000","1.400","31.400","0.640","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0O900","2019-09-16 13:00:00","9.000","331.000","1.900","30.600","0.770","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.500",""
"C0AD00","2019-09-16 13:00:00","86.000","14.000","2.000","27.600","0.820","998.800","-99.000","5.000","8.200","348.000","","27.900","","26.200",""
"C0V700","2019-09-16 13:00:00","24.000","233.000","2.700","30.300","0.660","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","27.300",""
"C0AH00","2019-09-16 13:00:00","38.000","28.000","1.300","26.500","0.970","1003.400","-99.000","2.000","-99.000","-99.000","-99.000","28.300","","26.100",""
"C0X080","2019-09-16 13:00:00","2.000","17.000","0.600","32.300","0.640","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.100",""
"CM0150","2019-09-16 13:00:00","11.000","110.000","1.500","29.800","0.660","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0I480","2019-09-16 13:00:00","2165.000","356.000","0.600","17.200","0.930","786.400","-99.000","0.000","-99.000","-99.000","-99.000","20.500","","13.600",""
"C0A860","2019-09-16 13:00:00","362.000","23.000","3.600","23.700","0.980","967.400","-99.000","3.500","-99.000","-99.000","-99.000","25.200","","23.500",""
"C0U940","2019-09-16 13:00:00","25.000","40.000","2.200","27.500","0.780","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.400",""
"C0S970","2019-09-16 13:00:00","19.000","64.000","5.600","29.500","0.700","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.300",""
"C0V260","2019-09-16 13:00:00","126.000","330.000","0.800","32.200","0.590","992.100","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.500",""
"C0H990","2019-09-16 13:00:00","3076.000","169.000","2.200","15.100","0.890","705.300","-99.000","0.000","-99.000","-99.000","-99.000","19.800","","9.500",""
"C0F9K0","2019-09-16 13:00:00","30.000","20.000","5.300","28.400","0.750","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.000",""
"C0AH90","2019-09-16 13:00:00","660.000","267.000","0.700","25.000","0.780","937.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","20.100",""
"C0W150","2019-09-16 13:00:00","42.000","70.000","4.900","30.700","0.650","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","27.200",""
"C0K410","2019-09-16 13:00:00","20.000","304.000","2.800","31.300","0.640","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","25.400",""
"C0R140","2019-09-16 13:00:00","740.000","322.000","0.600","25.200","0.770","927.800","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","20.500",""
"C0S830","2019-09-16 13:00:00","288.000","30.000","4.100","27.000","0.790","975.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.600",""
"C0S920","2019-09-16 13:00:00","98.000","129.000","1.200","28.700","0.730","990.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","23.700",""
"C0V640","2019-09-16 13:00:00","35.000","265.000","2.700","30.600","0.690","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.800",""
"C0AH80","2019-09-16 13:00:00","68.000","108.000","0.800","25.700","0.910","999.800","-99.000","4.000","-99.000","-99.000","-99.000","27.500","","23.900",""
"C0K250","2019-09-16 13:00:00","12.000","17.000","0.400","31.500","0.660","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","23.600",""
"C0I410","2019-09-16 13:00:00","180.000","312.000","1.600","30.700","0.630","985.500","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.100",""
"C0M410","2019-09-16 13:00:00","245.000","143.000","1.000","29.600","0.820","974.900","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","22.900",""
"C0F9Z0","2019-09-16 13:00:00","3193.000","21.000","1.600","15.700","0.590","695.900","-99.000","0.000","-99.000","-99.000","-99.000","16.200","","8.800",""
"C0G810","2019-09-16 13:00:00","26.000","351.000","3.200","30.600","0.720","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.900",""
"C0U650","2019-09-16 13:00:00","442.000","77.000","2.600","27.100","0.760","958.900","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","23.400",""
"C0D660","2019-09-16 13:00:00","65.000","43.000","3.900","28.600","0.730","999.600","-99.000","0.000","10.100","38.000","","29.500","","26.100",""
"C0E540","2019-09-16 13:00:00","32.000","35.000","4.500","30.000","0.700","1003.400","-99.000","0.000","12.900","34.000","","31.100","","23.900",""
"C0W170","2019-09-16 13:00:00","42.000","45.000","6.400","27.900","0.630","1002.900","-99.000","0.000","12.700","31.000","","28.200","","26.500",""
"C0Z150","2019-09-16 13:00:00","27.000","44.000","6.200","29.400","0.740","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.400",""
"C0S840","2019-09-16 13:00:00","22.000","53.000","2.600","30.000","0.740","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.500",""
"C0H9A0","2019-09-16 13:00:00","1595.000","101.000","0.600","19.700","0.960","842.900","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","16.000",""
"C0Z300","2019-09-16 13:00:00","182.000","12.000","3.000","28.500","0.750","987.300","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","23.600",""
"C0G730","2019-09-16 13:00:00","27.000","12.000","5.000","30.200","0.720","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.300",""
"C0V730","2019-09-16 13:00:00","33.000","228.000","1.800","31.300","0.650","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.900",""
"C0SA00","2019-09-16 13:00:00","466.000","106.000","1.900","26.200","0.900","954.700","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","21.000",""
"C0S900","2019-09-16 13:00:00","27.000","345.000","5.200","28.600","0.780","1003.400","-99.000","1.000","14.700","323.000","","28.900","","26.300",""
"C0C480","2019-09-16 13:00:00","105.000","121.000","0.500","29.100","0.720","995.700","-99.000","0.500","-99.000","-99.000","-99.000","29.900","","24.600",""
"C0V720","2019-09-16 13:00:00","15.000","218.000","1.600","30.400","0.710","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.200",""
"C0UA60","2019-09-16 13:00:00","566.000","12.000","4.400","29.100","0.660","943.500","-99.000","0.000","10.700","19.000","","30.600","","22.500",""
"C0A980","2019-09-16 13:00:00","11.000","11.000","3.700","26.900","0.840","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.200",""
"C0C670","2019-09-16 13:00:00","250.000","24.000","1.700","26.000","0.840","979.700","-99.000","1.000","-99.000","-99.000","-99.000","27.500","","23.400",""
"C0K550","2019-09-16 13:00:00","15.000","309.000","2.500","31.600","0.650","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","25.300",""
"C0R350","2019-09-16 13:00:00","35.000","319.000","1.100","29.100","0.810","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.000",""
"C0T9F0","2019-09-16 13:00:00","251.000","91.000","0.700","27.500","0.740","978.700","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.500",""
"C0D390","2019-09-16 13:00:00","146.000","295.000","0.700","28.800","0.770","989.300","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.300",""
"C0E430","2019-09-16 13:00:00","258.000","360.000","2.200","27.300","0.800","981.200","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","21.200",""
"C0O990","2019-09-16 13:00:00","18.000","341.000","0.600","31.700","0.640","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.800",""
"CM0010","2019-09-16 13:00:00","68.000","42.000","2.200","26.200","-99.000","1000.700","-99.000","1.500","-99.000","-99.000","-99.000","28.100","","25.000",""
"C0K500","2019-09-16 13:00:00","12.000","329.000","2.300","31.700","0.630","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.000",""
"C0X260","2019-09-16 13:00:00","39.000","318.000","1.000","32.000","0.580","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.200",""
"C0ACA0","2019-09-16 13:00:00","25.000","4.000","1.000","27.000","0.810","1004.000","-99.000","2.000","-99.000","-99.000","-99.000","29.200","","25.800",""
"C0X180","2019-09-16 13:00:00","62.000","0.000","0.000","32.300","0.600","998.400","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.900",""
"C0F930","2019-09-16 13:00:00","100.000","19.000","0.800","29.100","0.910","995.500","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.000",""
"C0I010","2019-09-16 13:00:00","1562.000","244.000","0.700","22.400","0.770","845.000","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","16.400",""
"C0R190","2019-09-16 13:00:00","32.000","67.000","1.100","30.900","0.700","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.200",""
"C0E420","2019-09-16 13:00:00","19.000","29.000","3.600","28.900","0.730","1002.800","-99.000","0.000","10.400","33.000","","30.000","","25.300",""
"C0W160","2019-09-16 13:00:00","49.000","53.000","13.000","28.100","0.770","999.100","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.100",""
"C0I460","2019-09-16 13:00:00","110.000","14.000","3.900","31.000","0.630","994.000","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.400",""
"C0A9F0","2019-09-16 13:00:00","35.000","125.000","0.900","26.800","1.000","1004.300","-99.000","1.000","-99.000","-99.000","-99.000","29.400","","26.100",""
"C0F9A0","2019-09-16 13:00:00","425.000","158.000","1.200","26.500","0.810","959.300","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.200",""
"C0O950","2019-09-16 13:00:00","4.000","316.000","1.800","31.100","0.700","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.700",""
"C0M760","2019-09-16 13:00:00","40.000","346.000","0.300","33.300","0.550","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.200",""
"C0AH70","2019-09-16 13:00:00","34.000","69.000","1.600","26.700","0.780","1004.400","-99.000","1.000","-99.000","-99.000","-99.000","30.200","","26.700",""
"C0V250","2019-09-16 13:00:00","298.000","86.000","0.700","29.200","0.720","973.600","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","22.700",""
"C0U980","2019-09-16 13:00:00","573.000","326.000","4.400","22.700","0.980","945.400","-99.000","1.500","-99.000","-99.000","-99.000","25.500","","21.900",""
"C0S740","2019-09-16 13:00:00","289.000","31.000","2.000","29.000","0.690","974.800","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","22.400",""
"C0A940","2019-09-16 13:00:00","49.000","44.000","1.600","26.400","0.920","1002.900","-99.000","5.000","-99.000","-99.000","-99.000","26.800","","25.500",""
"C0A920","2019-09-16 13:00:00","196.000","26.000","2.100","25.100","1.000","985.600","-99.000","3.000","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0T870","2019-09-16 13:00:00","135.000","200.000","0.700","28.000","0.720","991.300","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","23.500",""
"C0O930","2019-09-16 13:00:00","69.000","0.000","0.200","30.000","0.750","998.900","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.200",""
"C0AI40","2019-09-16 13:00:00","37.000","178.000","2.400","28.000","0.720","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.100",""
"C0C460","2019-09-16 13:00:00","482.000","44.000","0.600","27.100","0.740","954.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","20.900",""
"C0E520","2019-09-16 13:00:00","320.000","316.000","1.400","28.900","0.750","971.500","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","21.100",""
"C0T9D0","2019-09-16 13:00:00","7.000","43.000","2.300","31.200","0.990","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","24.400",""
"C0I390","2019-09-16 13:00:00","1184.000","266.000","3.100","24.500","0.710","881.800","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","18.700",""
"C0B020","2019-09-16 13:00:00","86.000","1.000","6.700","26.500","0.990","996.400","-99.000","1.000","12.800","359.000","","27.000","","25.200",""
"CM0170","2019-09-16 13:00:00","106.000","254.000","1.700","30.100","0.660","995.000","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","23.500",""
"C0F860","2019-09-16 13:00:00","2215.000","337.000","1.100","21.800","0.750","779.100","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","13.900",""
"C0U890","2019-09-16 13:00:00","116.000","105.000","3.800","28.100","0.910","995.400","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.400",""
"C0G800","2019-09-16 13:00:00","15.000","23.000","6.200","29.700","0.720","1004.200","-99.000","0.000","11.500","33.000","","33.100","","24.900",""
"C0F850","2019-09-16 13:00:00","379.000","102.000","0.900","29.100","0.620","963.400","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","23.100",""
"C0AH50","2019-09-16 13:00:00","275.000","29.000","3.900","25.800","0.990","977.100","-99.000","0.000","9.900","6.000","","26.400","","24.400",""
"C0Z160","2019-09-16 13:00:00","124.000","349.000","0.900","28.500","0.710","993.600","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","18.900",""
"C0R540","2019-09-16 13:00:00","17.000","207.000","1.800","30.200","0.720","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.600",""
"C0K480","2019-09-16 13:00:00","56.000","330.000","2.700","30.700","0.680","999.400","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","24.900",""
"C0H890","2019-09-16 13:00:00","440.000","273.000","1.900","29.700","0.600","956.800","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.500",""
"C0S770","2019-09-16 13:00:00","375.000","123.000","1.300","25.800","0.860","964.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","21.900",""
"C0X230","2019-09-16 13:00:00","29.000","337.000","2.100","30.900","0.650","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0B010","2019-09-16 13:00:00","38.000","32.000","5.200","26.800","0.890","1001.100","-99.000","0.000","10.300","37.000","","28.000","","26.200",""
"C0R490","2019-09-16 13:00:00","49.000","0.000","0.200","31.700","0.620","999.900","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.500",""
"C0V440","2019-09-16 13:00:00","27.000","0.000","0.200","30.200","0.660","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.100",""
"C0SA40","2019-09-16 13:00:00","200.000","73.000","0.600","30.200","0.680","983.900","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","23.300",""
"C0Z280","2019-09-16 13:00:00","224.000","81.000","2.600","26.900","0.740","982.600","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","23.200",""
"C0Z070","2019-09-16 13:00:00","247.000","27.000","0.900","26.300","0.810","979.000","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","23.100",""
"C0T9N0","2019-09-16 13:00:00","261.000","28.000","1.600","28.600","0.680","977.500","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.100",""
"C0K470","2019-09-16 13:00:00","97.000","291.000","1.500","32.300","0.600","994.800","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","23.800",""
"C0V650","2019-09-16 13:00:00","28.000","264.000","2.400","28.800","0.770","1004.700","-99.000","1.000","-99.000","-99.000","-99.000","30.700","","26.400",""
"C0H9C0","2019-09-16 13:00:00","3402.000","74.000","1.800","19.200","0.580","676.700","-99.000","0.000","-99.000","-99.000","-99.000","19.200","","7.900",""
"C0U780","2019-09-16 13:00:00","15.000","33.000","1.900","27.400","0.770","1006.300","-99.000","0.500","-99.000","-99.000","-99.000","30.500","","25.000",""
"C0U760","2019-09-16 13:00:00","22.000","354.000","1.300","28.800","0.720","1005.800","-99.000","0.000","6.700","336.000","","33.400","","26.800",""
"C0X290","2019-09-16 13:00:00","10.000","353.000","3.500","30.000","0.730","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.900",""
"C0R420","2019-09-16 13:00:00","504.000","55.000","1.500","23.900","-99.000","946.500","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","21.300",""
"C0E830","2019-09-16 13:00:00","37.000","19.000","4.800","29.500","0.710","1002.100","-99.000","0.000","12.500","15.000","","30.900","","25.500",""
"C0K330","2019-09-16 13:00:00","38.000","304.000","2.300","32.300","0.600","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.000",""
"C0M660","2019-09-16 13:00:00","40.000","314.000","1.400","32.200","0.540","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.900",""
"C0D580","2019-09-16 13:00:00","120.000","0.000","0.200","26.400","0.790","993.100","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","21.800",""
"C0R640","2019-09-16 13:00:00","21.000","222.000","1.900","29.800","0.770","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.000",""
"C0E810","2019-09-16 13:00:00","53.000","21.000","5.400","30.000","0.720","1001.100","-99.000","0.000","12.100","8.000","","31.200","","23.600",""
"C0G830","2019-09-16 13:00:00","27.000","350.000","4.300","30.100","0.860","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.900",""
"C0A550","2019-09-16 13:00:00","422.000","0.000","0.000","23.200","1.000","961.300","-99.000","5.000","-99.000","-99.000","-99.000","25.000","","22.100",""
"C0G750","2019-09-16 13:00:00","31.000","324.000","3.300","30.800","0.670","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.800",""
"C0Z270","2019-09-16 13:00:00","343.000","56.000","3.700","26.700","0.810","969.100","-99.000","0.500","-99.000","-99.000","-99.000","27.900","","23.100",""
"C0UA30","2019-09-16 13:00:00","1397.000","67.000","0.400","21.800","0.860","858.600","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","17.300",""
"C0I080","2019-09-16 13:00:00","536.000","299.000","0.300","27.600","0.690","949.700","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","21.300",""
"C0UA00","2019-09-16 13:00:00","392.000","2.000","0.800","31.900","0.990","964.300","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","20.900",""
"C0AD40","2019-09-16 13:00:00","32.000","50.000","2.900","27.900","0.760","1004.200","-99.000","3.500","-99.000","-99.000","-99.000","29.200","","25.400",""
"C0S660","2019-09-16 13:00:00","794.000","47.000","1.800","26.300","0.750","920.900","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","19.500",""
"C0M640","2019-09-16 13:00:00","155.000","1.000","0.400","30.800","0.630","988.400","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","23.900",""
"C0R660","2019-09-16 13:00:00","20.000","324.000","2.000","29.100","-99.000","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.800",""
"C0UA10","2019-09-16 13:00:00","1711.000","0.000","0.000","20.000","1.000","830.400","-99.000","0.500","-99.000","-99.000","-99.000","20.400","","14.500",""
"C0V770","2019-09-16 13:00:00","26.000","262.000","1.400","30.800","0.690","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.300",""
"C0E730","2019-09-16 13:00:00","26.000","17.000","2.400","29.400","0.680","1002.700","-99.000","0.000","10.400","6.000","","30.800","","24.600",""
"C0V810","2019-09-16 13:00:00","32.000","278.000","1.900","30.100","0.800","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","27.200",""
"C0A9C0","2019-09-16 13:00:00","35.000","0.000","0.100","27.700","0.760","1004.000","-99.000","1.000","-99.000","-99.000","-99.000","28.400","","25.300",""
"C0X310","2019-09-16 13:00:00","9.000","332.000","5.400","29.600","0.770","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.000",""
"C0K280","2019-09-16 13:00:00","23.000","319.000","0.500","33.500","0.580","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","24.900",""
"C0M650","2019-09-16 13:00:00","20.000","329.000","2.500","31.200","0.650","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.400",""
"C0S910","2019-09-16 13:00:00","212.000","42.000","7.300","26.800","0.900","983.400","-99.000","0.500","15.500","42.000","","26.900","","24.700",""
"C0D570","2019-09-16 13:00:00","15.000","18.000","1.000","31.500","0.690","1005.300","-99.000","0.000","6.700","349.000","","31.800","","25.200",""
"C0M710","2019-09-16 13:00:00","15.000","330.000","3.600","30.400","0.670","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.900",""
"C0V490","2019-09-16 13:00:00","20.000","196.000","1.500","29.700","0.750","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","27.400",""
"C0E870","2019-09-16 13:00:00","34.000","15.000","4.500","29.500","0.670","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","23.800",""
"C0M800","2019-09-16 13:00:00","440.000","266.000","2.100","28.500","0.650","958.000","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","22.600",""
"C0A570","2019-09-16 13:00:00","360.000","0.000","0.000","24.600","0.940","968.500","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","22.300",""
